wav_id,발화문,상황
5f65eb81f8fac448cc0a58c3,어제 장을 보고 오는데 옆집 사람이 물건을 같이 들어줬어.,happiness
5f65eb98111dfd48d40fca97,드디어 경운기를 사서 아주 신이 나!,happiness
5f65ed1b111dfd48d40fca9b,나는 남자친구와 함께 있으면 세상에서 가장 행복한 사람이 되는 것만 같아.,happiness
5f65ed37f8fac448cc0a58c8,여자친구의 임신 테스트 결과가 나왔어.,happiness
5f65fcd19e04b149046cb5e0,연구직에서 일하는 내 직장생활이 참 만족스러워.,happiness
5f65fce3111dfd48d40fcab5,동생이 며칠 동안 수련회를 가게 되어서 좋아.,happiness
5f65fcf9d338b948c4e6811c,대출 연장이 돼서 다행이야.,happiness
5f65fd0b111dfd48d40fcab6,아이를 낳고 아내 건강이 안 좋았는데 점차 좋아지고 있어서 기뻐.,happiness
5f65fd26f8fac448cc0a58dc,나는 남자친구와 함께 있으면 세상에서 가장 행복한 사람이 되는 것만 같아.,happiness
5f65fd9dd338b948c4e68121,좋은 일이 있었어.,happiness
5f65fdb5f8fac448cc0a58e0,오늘 성적표를 받았는데 반에서 일 등인 거 있지. 기분 좋아.,happiness
5f65fdcb111dfd48d40fcab8,아내의 혼수상태가 오래 지소되고 있어.,happiness
5f65fe50d338b948c4e68124,날 괴롭히던 큰 프로젝트를 드디어 끝냈어. 이제 두 다리 뻗고 잘 수 있을 것 같아.,happiness
5f65fe94111dfd48d40fcabc,딸이 원하는 직장에 취업해서 너무 기뻐.,happiness
5f65feeb111dfd48d40fcabf,날 괴롭혔던 애들이 나에게 사과했어. 이제 마음이 좀 홀가분해.,happiness
5f65feff9e04b149046cb5ee,딸이 나랑 말을 안 해서 날 싫어하는 줄 알았어.,happiness
5f65ff67d338b948c4e68126,이번에는 큰 영화를 제작하게 되었어.,happiness
5f65ff79d338b948c4e68128,이 직업을 선택하길 잘했어.,happiness
5f65ff8ed338b948c4e6812a,일흔이 넘었지만 내 힘으로 밥 먹고 걸어 다닐 수 있음에 감사해.,happiness
5f65ffd79e04b149046cb5f3,오늘은 새롭게 시작한 전공 시험 결과가 나왔어.,happiness
5f65ffeb9e04b149046cb5f4,좋아하는 감독의 영화가 개봉하는 날이어서 너무 설레고 기대가 돼.,happiness
5f660000d338b948c4e6812c,요새 너무 편안해.,happiness
5f660015111dfd48d40fcac4,팀장님이 평상시에 내 업무능력을 좋게 봐주셔서 이번에 승진하게 되었어. 너무 감사하고 기뻐.,happiness
5f66002fd338b948c4e6812e,내일 좋아하는 사람이랑 밥을 먹는데 너무 기쁘고 설레.,happiness
5f66008bf8fac448cc0a58f1,아내가 퇴원을 결혼기념일 전에 해서 다행이야.,happiness
5f66009f111dfd48d40fcac7,나를 따돌렸던 친구들이 나에게 진심으로 사과해서 기분이 좋아.,happiness
5f6600b5d338b948c4e68130,신체 나이를 측정했는데 실제 나이보다 훨씬 젊게 나와 기뻐.,happiness
5f6600c79e04b149046cb5f7,내일 십 년 만에 동창회에 나가게 됐어. 정말 기대돼!,happiness
5f6600e3f8fac448cc0a58f4,오늘은 감사한 날이야.,happiness
5f660104111dfd48d40fcac8,전체 부서 중 우리 부서가 실적 일 등을 했어! 너무 기뻐!,happiness
5f66035a111dfd48d40fcad0,화가가 되고 싶은 나의 꿈을 엄마가 응원한다고 선뜻 말해 주셔서 기뻐.,happiness
5f66036df8fac448cc0a58ff,회사 상황이 어려워져서 해고당하는 줄 알았는데 그럴 일 없다는 공지가 내려와서 다행이야.,happiness
5f660396d338b948c4e6813e,저녁을 먹은 후 이렇게 거실에서 텔레비전을 보면서 가족들과 대화할 수 있다는 것이 참 행복해.,happiness
5f6603abf8fac448cc0a5902,나 원하는 회사에 취직했어.,happiness
5f6603d8111dfd48d40fcad2,지금 내가 만나고 있는 사람은 정말 신뢰할 수 있는 사람이야.,happiness
5f6603f29e04b149046cb602,요즘은 건강을 지키기 위해 운동을 많이 해. 또한 편안하게 운동 할 수 있게끔 도와주는 기기도 많아.,happiness
5f66040bf8fac448cc0a5908,부장님의 적절한 업무 분담으로 다들 능률이 오른 것에 대해 기뻤어.,happiness
5f66042d111dfd48d40fcad5,내가 괴롭히던 친구한테 진심으로 사죄하고 싶어.,happiness
5f660451d338b948c4e68144,비대면 시대라 얼마나 편한지 몰라.,happiness
5f66046c111dfd48d40fcad7,친구가 이제부터 나를 지켜주기로 했어.,happiness
5f6604be9e04b149046cb606,이제 가계부 쓸 때 여유가 생겨.,happiness
5f6604c5d338b948c4e68147,여자 친구가 생겼어. 정말 기뻐!,happiness
5f6604ded338b948c4e68148,손녀가 내가 오늘 퇴원했다고 선물이라며 백 점짜리 시험지를 줬어.,happiness
5f6604f2111dfd48d40fcad8,술도 안 먹고 운동 많이 한다고 건강한 건 아닌가 봐.,happiness
5f660507f8fac448cc0a590c,부모님이 당분간 집에 안 계실 거라고 친구들을 부르라고 하셨어. 너무 신나.,happiness
5f66050cf8fac448cc0a590d,그동안 남자친구 집안에서 결혼을 반대했었는데 결국 허락하셨어!,happiness
5f66051df8fac448cc0a590e,며칠 뒤면 아이가 나오는데 무섭지가 않고 기대돼!,happiness
5f660524d338b948c4e68149,신기하게도 결혼을 하고 나니 좀 안정된 기분이야.,happiness
5f660542d338b948c4e6814a,나는 우리 부모님이 자랑스러워.,happiness
5f660590f8fac448cc0a590f,항암치료가 오늘로 다 끝났어. 힘들었지만 내 곁을 지켜준 가족들 덕분이라 감사해.,happiness
5f66059fd338b948c4e6814c,동호회에 갔다가 마음이 맞는 친구를 찾은 것 같아.,happiness
5f6605b1d338b948c4e6814e,이번에 퇴사했어.,happiness
5f6605b3f8fac448cc0a5910,연락처를 바꾸면서 꼭 필요한 사람만 남겨두니 불필요한 연락이 줄어서 너무 편해.,happiness
5f6605c6111dfd48d40fcadc,하루 일과를 마치고 집에서 편안하게 하루 일을 정리 하면서 글을 쓰다 보면 정말 기분이 좋아.,happiness
5f6605def8fac448cc0a5912,우리 회사는 직장 상사가 권위적이지 않아서 좋아.,happiness
5f660605d338b948c4e6814f,부모님이 그러시는데 담임 선생님께서 내 칭찬을 하셨대.,happiness
5f660621111dfd48d40fcadd,이번에 열심히 공부했더니 저번보다 삼십 점이나 올랐어!,happiness
5f66063dd338b948c4e68150,이번에 우리 딸이 제출한 과제물이 좋은 결과를 얻었어.,happiness
5f660657d338b948c4e68151,아내는 나와 다르게 아픈 곳이 없는 걸 보니 동년배 중에서는 제일 건강할 거야.,happiness
5f660690111dfd48d40fcae0,부모님께서 내가 강아지 키우는 것을 허락해주셨어. 부모님께 정말 감사해.,happiness
5f6606a2f8fac448cc0a5913,노인복지재단에 십억 원을 기부했어.,happiness
5f6606b5d338b948c4e68152,어마어마한 약값 때문에 막막했는데 옆집 사람이 돈 빌려준다고 해서 얼마나 다행이었는지 모르겠어.,happiness
5f6606e4d338b948c4e68153,어릴적 초등학교 담임선생님을 만났는데 너무 좋았어. 담임선생님한테는 정말 존경하고 고마운 마음을 갖고 있어.,happiness
5f660700f8fac448cc0a5916,지금까지 큰 병 없이 건강하게 잘 살아온 것이 얼마나 감사한지 모르겠어.,happiness
5f6608119e04b149046cb60c,자녀가 홀로서기를 하도록 느긋하게 기다려줄 생각이야.,happiness
5f660824d338b948c4e68157,곧 전역이라 아무도 나를 신경 쓰지 않아 느긋하게 전역을 준비할 수 있어 좋아.,happiness
5f6608369e04b149046cb60d,우리 회사는 직원들의 복지를 최우선으로 해서 즐겁게 직장생활을 하고 있어.,happiness
5f66084d111dfd48d40fcae5,부모님께서 물려주신 작은 땅으로 드디어 은행 대출을 다 갚았어. 너무 기뻐.,happiness
5f6608aa111dfd48d40fcae8,혈압이 높아서 걱정했는데 수치가 정상이라서 다행이야.,happiness
5f6608bbf8fac448cc0a5918,나 조만간 수술을 해야한대.,happiness
5f6608cff8fac448cc0a5919,친구들에게 감사한 일이 있어.,happiness
5f6608e59e04b149046cb60e,나는 인기 많은 사람이라 결혼은 걱정 안 돼.,happiness
5f6608fff8fac448cc0a591a,나는 나이가 많아 은퇴했지만 재정 문제는 끄떡없어.,happiness
5f66095cf8fac448cc0a591d,대인관계를 신뢰해.,happiness
5f660971d338b948c4e68158,퇴직 후에 가입한 배드민턴 동아리에서 만난 사람들이 다들 친절해서 좋아.,happiness
5f660986d338b948c4e68159,난 인간관계에 자신있어.,happiness
5f66099a111dfd48d40fcae9,술을 줄이니까 바로 건강에 좋아지는 것 같아. 스스로 대견하고 자랑스러워.,happiness
5f6609b5f8fac448cc0a591e,여태까지 내가 봤던 시험 중에서 점수가 가장 잘 나와서 너무 기뻐.,happiness
5f660a22f8fac448cc0a5920,오늘 요양병원에서 새로운 사람들을 많이 사귀었어.,happiness
5f660a31d338b948c4e6815c,회사 창립 기념일에 내가 좋아하는 마마무가 축하 공연을 와서 너무 신나!,happiness
5f660a489e04b149046cb612,난 내 일을 사랑해. 일하는 것이 너무 만족스러워.,happiness
5f660a60f8fac448cc0a5922,달마다 통장에 연금과 배당 소득이 들어올 것 같아서 마음이 놓인단다.,happiness
5f660a76111dfd48d40fcaea,연금복권에 당첨돼서 정말 다행이야. 앞으로는 병원비 걱정할 필요가 없겠어.,happiness
5f660b1bf8fac448cc0a5926,아팠던 동기가 나아서 회사로 돌아왔어. 완쾌해서 정말 다행이야!,happiness
5f660b30111dfd48d40fcaed,손녀가 집에 놀러 왔는데 건강히 오래 살아야 한다고 말해줘서 힘이 나.,happiness
5f660b4bd338b948c4e68162,나 취직에 성공했어.,happiness
5f660ba29e04b149046cb61a,내가 학교 폭력을 당했다는 사실을 부모님께서 이해하고 위로해 주셨어. 정말 감사해.,happiness
5f660bb1f8fac448cc0a5928,지인의 권유에 처음으로 주식투자를 했는데 주가가 많이 올라서 기쁘다.,happiness
5f660bc2d338b948c4e68164,엄마에게 칭찬 받았어.,happiness
5f660bd4111dfd48d40fcaef,연애의 마지막이 결혼인 걸까?,happiness
5f660bf59e04b149046cb61b,드디어 연금을 받을 수 있는 나이가 되어서 기쁘네.,happiness
5f661196d338b948c4e68171,요즘 친구가 많아져서 신난다.,happiness
5f6611aef8fac448cc0a5935,친구가 드디어 입국한대. 외국에서 있느라 삼 년 동안 못 봤어.,happiness
5f6611c7f8fac448cc0a5936,회사 송년회에서 일 등 경품에 당첨이 됐어. 내게도 이런 일이 생겨서 기분이 너무 좋아.,happiness
5f6611dd9e04b149046cb627,학교폭력 가해자들이 수감되는 것을 내 눈으로 보고 나니 한결 마음이 편해.,happiness
5f6611f4f8fac448cc0a5937,이번에 취직한 직장이 너무 좋아.,happiness
5f661258111dfd48d40fcafd,여행 당일에 비가 온대서 실망했는데 날씨예보가 바뀌어서 예정대로 놀러 가게 되어서 신나.,happiness
5f66126b9e04b149046cb628,우리 팀은 우리 회사에서 가장 뛰어나다고 믿어.,happiness
5f6612e0f8fac448cc0a593c,요즘 회사에서 프로젝트 때문에 준비 할 게 많아서 힘들었는데 잘 끝나서 다행이야.,happiness
5f661359d338b948c4e68176,오늘 사장님께 칭찬받아서 매우 기뻐.,happiness
5f661378111dfd48d40fcb00,치료를 계속 받으면서 조금씩 호전되는 것 같아서 기뻐. ,happiness
5f6613b9f8fac448cc0a5941,아이가 뛰어놀다가 넘어져서 깜짝 놀랐었어.,happiness
5f6613d0f8fac448cc0a5942,대박이야 대박!,happiness
5f661466d338b948c4e68178,주택담보 대출이 안 될까 봐 조마조마했는데 다행히 대출을 받았어.,happiness
5f661482111dfd48d40fcb06,앞으로 괴롭힘을 당할 때마다 우리반 친구들이 도와주기로 약속했어!,happiness
5f6614a3d338b948c4e68179,나 대인 관계가 원만해 보여서 기뻐! 예전에는 왕따를 당했었거든.,happiness
5f6615499e04b149046cb631,요즘 내가 부모님 덕분에 동생이랑 안 싸워. 부모님께 정말 감사해.,happiness
5f6615b9f8fac448cc0a5948,친구들이랑 결혼하기 전에 여행 갈 생각하니까 너무 신난다.,happiness
5f6615d59e04b149046cb634,명문대학교에 진학했어.,happiness
5f6635429e04b149046cb646,나 드디어 첫 출근을 했어. 정말 신이 나.,happiness
5f663554f8fac448cc0a5959,회사에서 이년마다 무료로 건강검진을 받게 해주니까 건강에 관해선 걱정 없어.,happiness
5f663573d338b948c4e68191,건강검진을 했는데 모든 치수가 정상으로 나와서 만족스러워.,happiness
5f6635b9d338b948c4e68192,은퇴하고 집 하나 달랑 있는데 보유세가 왜 이렇게 많이 나와.,happiness
5f66364a9e04b149046cb647,나는 고혈압이 있는데 자녀들이 몸에 좋다는 것들을 챙겨줘서 기뻐.,happiness
5f66365a111dfd48d40fcb1f,나는 이 기업에서 꾸준히 일해서 정년퇴임을 할 수 있어.,happiness
5f6636fd9e04b149046cb648,우리 딸이 이번 기말고사에서 일등을 했어.,happiness
5f6637329e04b149046cb649,옛날 동기들 만나서 얘기하는 데 정말 좋더라.,happiness
5f6639e1d338b948c4e68199,아파보니까 주변에 사람들이 얼마나 소중한지 느껴지네.,happiness
5f6639f0f8fac448cc0a5960,이번 동호회 대회에서 일등 했지 뭐야 컨디션도 안 좋았는데.,happiness
5f663a05f8fac448cc0a5961,보험회사에서 건강축하금 이라고 큰돈을 보냈어. 이렇게 큰돈이라니 만족스러워.,happiness
5f663a34d338b948c4e6819a,아이가 성적이 올랐어.,happiness
5f663a8b111dfd48d40fcb22,어제 남편과 개인연금에 가입했어!,happiness
5f663a9dd338b948c4e6819b,오늘 동생이 전역해서 파티했는데 내 친구들도 함께 축하해줘서 기뻐.,happiness
5f663adc9e04b149046cb64b,아내가 이번에 우리가 모은 돈으로 부동산을 사겠대.,happiness
5f663b4d9e04b149046cb64c,이렇게 오랫동안 나를 생각해 주는 친구들이 있다는 생각에 안도했어.,happiness
5f663b61d338b948c4e6819e,다른 건 제쳐두고 자식들이 내 건강 걱정을 할 필요가 없어서 좋아.,happiness
5f663b759e04b149046cb64d,노인정에 박 씨 할머니가 나랑 같은 병을 앓고 있더라고. 이야기를 하다 보면 참 의지가 돼.,happiness
5f663c17d338b948c4e681a0,오십 대에 일을 하고 있다는 것이 나에게는 참 만족스러워.,happiness
5f663c4c9e04b149046cb64e,오늘 내가 좋아하던 사람에게 고백받았어! 너무 기뻐!,happiness
5f663cb7f8fac448cc0a5968,딸이 졸업식에 오는 엄마들 중 내가 젤 옷을 잘 입을 거래.,happiness
5f663cc8f8fac448cc0a5969,아내와 발리에 꼭 가고 싶었는데 신혼여행으로 가게 되어 매우 기뻐.,happiness
5f663cee111dfd48d40fcb27,연금으로도 아내의 병관리를 하기에 충분할 것이라 고해서 기뻐.,happiness
5f663d029e04b149046cb64f,내가 좋은 상사라고 소문이 나서 타 부서 직원들이 우리 부서로 오고 싶어해. 행복해!,happiness
5f64046eb878131628349f4c,힘들게 모은 적금이 만기가 되었는데 꽤 금액이 커.,happiness
5f640481b878131628349f4e,팀의 막내한테 처음으로 제대로 된 일을 맡겼는데 생각보다 훌륭하게 해내고 있어.,happiness
5f6404cab878131628349f52,쉬는 시간마다 괴롭힘 당하지 않도록 선생님이 오셔서 감시해주셔서 너무 안심돼.,happiness
5f6404c854b2361621284df0,엄마가 내가 이번 시험 잘 봤다고 최신 스마트폰으로 바꿔주시겠대! 너무 좋아.,happiness
5f6404e954b2361621284df1,요즘 건강 관련 책들을 많이 찾아보면서 다양한 지식이 쌓이고 있어.,happiness
5f64053554b2361621284df2,나랑 대화하는 걸 좋아하는 할머니가 있는데 그분 덕분에 나도 기분이 좋아.,happiness
5f6405892e23c7161accd64b,회사 사람들과 잘 맞는 것도 참 감사한 일인 것 같아.,happiness
5f6405a12e23c7161accd64c,나 어제 면접 봤어. 이제 결과만 나오면 돼.,happiness
5f6405d32e23c7161accd64d,동창이 당뇨로 한쪽 발을 잘랐는데 걱정과 다르게 건강해서 다행이야.,happiness
5f6405f154b2361621284df6,오늘 우리 아이가 피아노 콩쿠르에 나갔는데 입상을 하게 되어 너무 기뻐.,happiness
5f64072ba1bf3041036f8755,아들이 숫기가 없어 걱정했는데 드디어 여자 친구가 생겨서 기뻐.,happiness
5f64087a24c86141a01b11a1,드디어 삼십 년 근속하고 퇴직하게 되었어.,happiness
5f6408a624c86141a01b11a3,나 이제 장가간다!,happiness
5f6408c03d151f41883fa085,우리 엄마 품은 엄청 나를 편안하게 해줘.,happiness
5f6409473d151f41883fa086,아직은 내 나이가 이십 대의 중반이라 다행이라고 생각해.,happiness
5f64095cd0b14d419059b81e,재무 컨설턴트가 나의 노후 준비가 완벽하다고 말했어.,happiness
5f640977d0b14d419059b81f,친구가 이번에 아는 형님 가게에서 일을 하게 되어서 다행이야.,happiness
5f6409983d151f41883fa087,이번에 친구들이랑 골프 하러 가기로 했는데. 이제야 내 삶을 즐기는 거 같아서 좋아.,happiness
5f6409fc3d151f41883fa089,정말 다니고 싶었던 회사에서 오늘 합격 통보를 받았어.,happiness
5f640a1024c86141a01b11a5,업무도 잘 안하고 불평만 하던 직원이 퇴사한다고 해서 기분이 상쾌해.,happiness
5f640a15d0b14d419059b823,이번에 직장을 옮겼어.,happiness
5f640a48d0b14d419059b825,우리 가족은 그래도 별문제 없어서 다행이야.,happiness
5f640a61d0b14d419059b827,너무 기쁘다! 병원비 걱정을 이젠 안 해도 돼.,happiness
5f640ab83d151f41883fa08b,저평가된 직원과 대화를 했는데 그 직원이 그 이후로 좋은 변화가 일어나서 정말 기뻐.,happiness
5f640ae3d0b14d419059b828,일을 할 만큼 했다고 생각해서 은퇴를 하려고 하는데 동료들이 못하게 막아서 한편으론 기뻐.,happiness
5f640afa639e10419832eb91,힘든 시간이 지나간 거 같아.,happiness
5f640b813d151f41883fa091,평생 처음으로 갑자기 요즘 회사 생활이 편안하네.,happiness
5f640b96639e10419832eb92,동네에서 새로운 친구를 사귀게 되어서 기뻐.,happiness
5f640bd1d0b14d419059b82d,엄마는 내가 기분이 좋지 않은 것 같으면 내가 좋아하는 음식으로 나를 풀어줘.,happiness
5f640bf03d151f41883fa092,나는 탈모 때문에 스트레스였는데 아내가 걱정 말라고 위로해 줘서 기분이 좋아졌어.,happiness
5f640c7324c86141a01b11a8,엄마는 무슨 일이 있어도 나와한 약속은 반드시 지키셔서 좋아.,happiness
5f640c8dd0b14d419059b82e,나는 내 아내와 결혼한 것에 항상 감사해.,happiness
5f640ca324c86141a01b11a9,살이 쪘었는데 방학 동안 운동을 열심히 해서 키도 크고 살도 많이 빠졌어.,happiness
5f640d3524c86141a01b11aa,얼마 전 큰 계약 건이 있었는데 회사에서 인센티브를 많이 주시겠대.,happiness
5f640d4d24c86141a01b11ab,음식이 맛있다는 게 새삼 감사한 일이야. 우리 아내는 솜씨가 좋거든.,happiness
5f640d6d24c86141a01b11ac,드디어 남자 친구랑 결혼해.,happiness
5f640d893d151f41883fa093,항암 치료하고 이 년 만에 돌아오는 집이 낯설고 다들 어색해할까 봐 긴장했어.,happiness
5f640e2f24c86141a01b11b1,나는 자상해서 당장 결혼해도 가정을 잘 꾸려나갈 자신이 있어.,happiness
5f640e52639e10419832eb98,형과 같은 편으로 농구를 해보니 생각보다 호흡이 잘 맞아.,happiness
5f640edd24c86141a01b11b5,자녀들이 불편한 아내를 위해 가사 도우미를 지원해줘서 생활이 그나마 편해졌어.,happiness
5f640eef3d151f41883fa094,학교 폭력 가해자들이 강제 전학 가게 됐대. 너무 좋아.,happiness
5f640f0d24c86141a01b11b6,병원에서 의사가 된 제자를 만났어.,happiness
5f640f263d151f41883fa095,남들은 내가 너무 돈을 아껴 쓴다고 말하지만 나는 그게 나쁘다고 생각하지 않아. 오히려 만족스러운 걸?,happiness
5f640fa4639e10419832eb9c,가족 때문에 감동해서 오늘 많이 울었어.,happiness
5f640fd4639e10419832eb9d,직장 사수분께 정말 감사한데 어떻게 마음을 표현하는 게 좋을까?,happiness
5f64100fd0b14d419059b830,원하던 회사에 최종 합격했어!,happiness
5f64106dd0b14d419059b833,나는 재무 설계 서비스를 받은 후로 든든한 마음이 들어.,happiness
5f641080639e10419832eb9e,나를 괴롭히던 애들이 처벌을 받고 다른 학교로 전학 가게 되어서 마음이 편안해.,happiness
5f6410d8639e10419832eb9f,이제야 안도감이 들어.,happiness
5f6410f0d0b14d419059b834,이번에 처음으로 취직에 성공했어! 몇 년 동안 준비해 온 곳인데 합격했지 뭐야!,happiness
5f64141f639e10419832eba7,얼마 전에 병원에 입원해서 큰돈이 나갈 뻔했는데 미리 보험을 든 덕분에 다행이야. 너무 기뻐.,happiness
5f64145d639e10419832eba8,이 나이에 환갑잔치도 안 하고 백 세 인생을 노래하며 느긋하게 세월 보낸다는 게 믿기지 않네.,happiness
5f6414a2639e10419832eba9,이 나이에 이만큼 건강하고 직장을 다닐 수 있어서 감사해.,happiness
5f64158c24c86141a01b11c1,요즘 삶의 활력이 느껴져서 세상 사는 맛이 좋다.,happiness
5f6416183d151f41883fa09c,오늘 오전에 아내가 무사히 출산해서 다행이야.,happiness
5f64175e639e10419832ebad,내 친구랑 같은 회사에서 일하고 있는걸 알았어.,happiness
5f6418c6639e10419832ebb0,주변 친구들이 요새 병원비를 걱정하는데 나는 그렇지 않아서 마음이 놓여.,happiness
5f64195524c86141a01b11c3,오늘 우리 남편이 꽃을 선물해줬어.,happiness
5f6419fc3d151f41883fa0a4,너무 신이 나는 일이 생겼어.,happiness
5f641a3b24c86141a01b11c4,이직에 성공해서 너무 기뻐.,happiness
5f6445c224c86141a01b11cb,준비하느라 힘들었는데 수시에 합격하고 나니 비로소 마음이 후련하네.,happiness
5f6446043d151f41883fa0a8,아내가 돈 관리를 착실하게 잘해서 노후에 큰 걱정은 없는 것 같아.,happiness
5f6446be639e10419832ebb7,회사에서 이제 곧 승진을 할 거 같아. 너무 좋아.,happiness
5f6446d7d0b14d419059b842,이번 달에는 생각보다 월급이 더 들어왔네. 연차를 안 써서 그런가 봐.,happiness
5f64473b3d151f41883fa0ab,나 이제부터 다이어트하려고.,happiness
5f6447d924c86141a01b11d0,복권 일 등에 당첨되었어.,happiness
5f6447f9639e10419832ebb8,옆집 할머니가 경제적으로 어려울 때면 언제든지 도움을 청하라고 했어. 그래서 편해.,happiness
5f6448b1d0b14d419059b848,오늘 기분이 너무 좋다.,happiness
5f6448dfd0b14d419059b84a,명절 때 정말 기쁜 일이 있었어.,happiness
5f644904d0b14d419059b84b,참 미안하면서도 고마운 일이야. 병원비를 동생들이 다 내줬어.,happiness
5f64492cd0b14d419059b84c,결혼하니까 마음이 안정돼서 편해.,happiness
5f644a173d151f41883fa0ad,여유 자금도 있고 새로운 것에 도전해보고 싶어 경매를 배우는데 정말 재미있어.,happiness
5f644acc639e10419832ebbc,몸이 안 좋아 병원에 입원했는데 모두들 착하고 좋은 분위기인 거 같아서 편안해.,happiness
5f644b75639e10419832ebbf,일주일 전에 언니랑 싸운 이후로 서로 말도 안 섞고 무시하며 지냈었는데 오늘 화해하게 되어서 너무 기뻐.,happiness
5f644bcbd0b14d419059b853,나는 엄마가 날 싫어하는 줄 알았는데 아니야! 다행이야!,happiness
5f644bf53d151f41883fa0b1,나는 올해 주식 공부를 열심히 해서 꼭 천만 원을 만들어 볼 거야!,happiness
5f644c7f24c86141a01b11d8,은퇴하면 끝인 줄 알았더니. 새로 직업을 구해서 다행이지.,happiness
5f644cc824c86141a01b11d9,드디어 내가 아이를 낳았어.,happiness
5f644d98d0b14d419059b855,이번에 이직한 회사는 여러모로 마음에 들어. 선택을 잘한 것 같아.,happiness
5f644df13d151f41883fa0b5,나 이번에 승진 시험에 최종 합격할 거 같아.,happiness
5f644e593d151f41883fa0b8,나는 이번에 꼭 승진 할 수 있을 거야.,happiness
5f644ec23d151f41883fa0b9,어제 정기검진을 받았는데 이상이 있는 곳이 하나도 없네.,happiness
5f644f0a3d151f41883fa0ba,우리 언니는 아무리 힘들어도 계획한 건 어떻게든 실행에 옮기더라.,happiness
5f645164639e10419832ebc8,오늘 내 생일이여서 아빠가 그토록 내가 갖고싶어 하는 화장품을 선물해주셨어 너무 기뻐.,happiness
5f6451d2639e10419832ebcb,급한 약속이 생겨서 집에 늦게 갈 거 같아.,happiness
5f645226d0b14d419059b85b,친구가 노후 자금 마련을 도와줘서 노후 걱정이 없어. 마음이 아주 든든해.,happiness
5f6452ec3d151f41883fa0c8,놀이터에서 뛰어놀고 있는 아이의 모습을 보고 있으면 나도 모르게 흐뭇해지면서 결혼하기를 참 잘했다는 생각이 들어.,happiness
5f64530524c86141a01b11e4,부지런히 일해서 번 돈으로 노후준비를 하는 게 이렇게 뿌듯한 일인 줄 몰랐어. 너무 기뻐.,happiness
5f645369639e10419832ebcd,아내가 오토바이 타는 것을 반대해서 오늘 아내 몰래 오토바이를 샀어.,happiness
5f645421d0b14d419059b867,어느덧 결혼 생활한 지가 이십 년이 넘어가니까 서로에게 익숙해져서 친구처럼 되어 가고 있어.,happiness
5f645493639e10419832ebd2,가족들 모두 종교가 없어서 분란 일어날 일이 없어서 좋아.,happiness
5f645495d0b14d419059b86d,내 친구는 아주 작은 일에도 성실하게 임하는데 세상에 그만한 사람이 없다고 생각해.,happiness
5f6454d4639e10419832ebd3,나이 들면서 세상을 보는 눈이 넓어졌어.,happiness
5f6455063d151f41883fa0d2,우리 반에 일어나던 학교폭력 문제를 내가 반장으로서 해결해서 너무 뿌듯해.,happiness
5f64554224c86141a01b11ee,취업 준비가 잘 되지 않아서 우울했는데 오늘 단짝 친구를 만나 영화를 본 후 기분이 좋아졌어.,happiness
5f6455a93d151f41883fa0d4,오빠가 독립을 해서 내가 이젠  오빠가 쓰던 넓은 방을 쓰기로 했어. 방이 넓어져서 기뻐.,happiness
5f6455bb3d151f41883fa0d5,젊었을 때부터 건강관리를 해서인지 체력이 많이 도움이 된 것 같아 나 자신한테 만족스러워.,happiness
5f6455b6d0b14d419059b873,요즘 따돌림을 당하고 있어. 그런데도 곁에 남아있는 한 친구 덕에 이 상황을 이겨낼 수 있을 것 같아.,happiness
5f6455f53d151f41883fa0d6,건강검진을 했는데 약간 과체중이긴 하지만 크게 문제는 없다고 나와서 기뻐.,happiness
5f645643d0b14d419059b875,들어가고 싶던 회사에 취업했어. 너무 흥분돼.,happiness
5f645630639e10419832ebd8,새로 온 과장님이 업무를 분담해주셔서 능률이 올랐어. 정말 행복해.,happiness
5f6456c5639e10419832ebe0,이번에 더 좋은 조건으로 이직하기로 했어.,happiness
5f6456a7639e10419832ebdb,난 인생에서 현재가 가장 중요하다고 생각해. 지금 충분히 즐기고 취업은 천천히 하고 싶을 때 할래.,happiness
5f64572b24c86141a01b11f7,오늘 일찍 퇴근해서 가족끼리 외식하고 산책하면서 집으로 돌아왔어.,happiness
5f64577124c86141a01b11fa,오늘 새로운 친구를 만들었어.,happiness
5f64580dd0b14d419059b87e,따돌림을 당하지만 내 옆에 있어 주는 친구가 있어서 너무 든든하고 안심돼.,happiness
5f645832d0b14d419059b880,이번 설날에도 아들과 며느리는 손주들과 같이 병문안을 온다고 하여 기뻐.,happiness
5f64587a3d151f41883fa0e3,점심 때 기분이 좋아서 입 꼬리가 내려가지 않더라.,happiness
5f64585f639e10419832ebe5,오늘은 우리 형 체대 입시 실기시험이 있는 날이야! 완전 떨려!,happiness
5f6458c6d0b14d419059b881,아내가 가계 관리를 잘해준 덕분에 용돈이 넉넉해졌어. 친구들도 만나고 여유 있는 생활을 할 수 있어 만족스러워.,happiness
5f6458e43d151f41883fa0e6,오늘 부모님께서 애인과의 결혼하는 것을 흔쾌히 허락해주셔서 기뻐.,happiness
5f64590b24c86141a01b11fc,오늘은 일이 밀려서 야근 할 생각했는데 제시간에 퇴근이야.,happiness
5f645939d0b14d419059b884,시간에 쫓기지 않도록 미리미리 결혼 준비를 해놔서 마음이 엄청 편해.,happiness
5f64597224c86141a01b1201,남편과 결혼하면 아이를 낳지 않고 둘이 여유롭게 살아가기로 마음먹었어.,happiness
